8,2020-06-11 18:07:06,483,4231
9,2015-11-01 18:00:17,3892,3262
9,2019-12-06 20:41:14,4700,8136
9,2004-11-30 23:28:34,1060,2436
9,2015-07-07 07:03:23,3785,3689
9,2019-05-31 09:19:05,756,881
9,2018-01-21 19:20:10,2709,5174
9,2014-01-30 02:10:30,4067,8355
9,2012-08-15 02:31:11,4657,888
9,1991-05-21 18:34:47,4824,7559
9,2012-03-01 23:08:13,3834,362
9,2008-02-21 13:03:17,4425,3687
9,2021-03-24 02:52:14,8008,1842
10,2002-09-06 15:08:46,4913,5619
10,1999-08-24 18:58:24,719,1419
10,2016-03-12 03:47:32,737,269
10,2002-05-31 01:42:00,1813,4826
10,2015-04-16 03:17:04,110,7134
10,1993-06-28 07:30:49,1197,6502
10,1997-11-06 01:42:01,1922,2667
10,2010-08-28 08:23:37,1584,1445
10,2020-07-31 15:11:30,5892,4836
11,1999-06-19 23:41:39,32,3707
11,2018-09-06 04:42:57,741,9306
11,1996-03-12 10:19:46,684,3062
11,2018-09-04 03:19:49,3401,1949
11,2009-10-27 14:47:02,4852,7578
11,2020-10-27 12:08:26,3360,1776
12,1994-06-14 03:56:22,279,8049
12,1994-01-31 07:37:14,1438,685
12,2020-09-07 19:53:12,9382,1095
13,2008-08-18 00:55:07,1514,7555
13,2021-05-03 19:24:11,3883,645
14,2007-12-30 05:11:18,4735,6462
14,1995-01-21 21:29:30,815,2098
14,2001-08-08 19:43:44,1660,4325
14,2020-12-06 14:56:41,3768,4557
15,2001-04-02 02:53:42,558,9543
15,2015-05-22 09:52:21,1550,9973
15,1995-08-05 15:58:00,2034,6077
15,2009-12-21 22:20:00,1238,1510
15,2002-09-01 20:25:40,2174,4398
15,2019-01-22 09:55:29,207,500
15,2009-09-23 23:35:02,3457,5672
15,1998-04-05 21:02:05,2759,3257
15,2018-07-19 12:08:39,2405,1465
15,2020-12-26 18:51:33,9026,3609
16,2009-12-19 07:27:27,368,1114
16,2011-05-05 05:20:19,2085,1201
16,2020-08-26 05:55:18,6185,2654
17,2006-06-27 16:52:07,3810,1462
17,1994-06-19 08:03:29,91,9671
17,2011-08-20 23:12:17,995,3952
17,2018-06-30 23:06:38,3926,728
17,2004-06-10 22:57:35,2321,4079
17,2002-02-18 16:37:41,3729,5999
17,2010-12-07 12:19:30,15,9039
17,1999-08-02 08:59:36,4020,6195
17,2001-03-23 15:52:09,2336,7294
17,2020-07-16 22:32:32,6071,3784
18,1997-10-16 05:53:03,3934,7365
18,2019-04-19 09:51:43,800,1370
18,1997-09-13 03:58:27,1492,7416
18,1992-06-20 08:07:41,3650,2892
18,2012-03-12 20:26:23,1003,7124
18,2021-01-16 13:16:14,2613,2151
19,2000-03-12 10:30:26,4132,5738
19,2007-07-24 16:37:41,2084,1579
19,1993-09-12 03:12:05,332,1650
19,1994-05-27 20:52:46,204,9106
19,2014-06-10 11:01:40,3838,5326
19,2021-02-24 18:08:31,227,3764
20,1995-10-11 22:40:32,3690,1237
20,1996-06-08 02:50:44,1423,396
20,1992-08-29 19:01:03,3621,7929
20,2020-01-05 07:16:16,2259,3028
20,1994-01-28 20:42:52,1057,2743
20,2015-02-21 10:52:16,2665,1921
20,2019-07-26 12:14:00,4405,8862
20,2009-09-27 21:55:48,3589,3171
20,2014-08-08 19:03:20,658,2098
20,2004-08-29 10:18:46,3894,676
20,2019-11-09 04:45:41,2302,9270
20,2015-05-06 12:41:22,2669,1745
20,2020-11-26 06:08:42,7636,4897
21,2000-09-22 00:48:05,685,6097
21,2009-02-06 03:40:47,1712,7701
21,2018-12-18 03:24:47,4621,2725
21,1999-05-12 06:50:57,253,8205
21,2020-04-01 14:46:50,1759,1684
21,1998-09-02 00:00:23,2194,1200
21,2014-06-19 18:50:31,4338,5664
21,2020-12-21 14:06:25,9496,2062
22,2019-06-05 14:05:14,2925,5327
22,2005-08-13 23:34:30,830,344
22,2011-01-26 18:29:38,1584,4760
22,2000-09-16 18:32:38,241,7134
22,2006-09-04 23:24:06,3694,4607
22,2020-11-13 20:38:33,3380,1359
23,2013-10-23 19:34:34,111,8473
23,2021-01-10 13:08:57,5959,2268
24,2015-03-04 16:07:05,3574,8163
24,2018-05-04 16:08:44,4951,4364
24,2003-07-04 18:44:44,1232,1429
24,1994-02-24 06:25:22,3661,4782
24,2002-05-20 03:22:27,4866,4692
24,2012-03-12 23:24:07,2288,8574
24,1995-04-10 02:07:25,287,825
24,2007-11-24 21:21:23,2046,1404
24,2011-04-28 11:34:17,3660,4428
24,2012-10-14 18:29:11,4695,9821
24,2002-10-03 04:02:11,438,177
24,2020-02-06 19:55:34,3981,7179
24,2020-07-19 11:13:16,5087,4283
25,1999-08-13 21:55:13,3260,7087
25,1991-11-25 00:15:09,4205,1573
25,2021-02-14 14:44:07,3392,2937
26,2000-07-26 21:56:37,2703,8251
26,1995-05-02 06:23:06,609,1255
26,2015-05-07 03:31:04,2915,1974
26,1998-11-06 08:38:19,2680,3990
26,2004-01-03 08:59:48,3144,1418
26,2018-05-20 07:19:32,28,9899
26,2020-07-11 17:46:01,5201,2042
27,2002-08-30 04:29:33,4380,7924
27,2005-11-05 08:17:00,4534,9434
27,2019-02-09 09:16:54,2889,9628
27,1993-06-18 11:20:39,857,7959
27,1994-10-08 21:04:57,3251,4183
27,2021-03-06 15:57:18,987,4511
28,1996-04-29 10:50:28,2928,7452
28,2015-01-31 22:05:43,4455,1808
28,1998-10-16 09:28:39,3266,873
28,1992-11-19 17:18:26,349,3117
28,2019-02-24 09:20:39,3216,1976
28,2010-11-15 07:56:00,1064,8039
28,2021-01-07 19:59:37,9373,521
29,2009-07-10 08:28:17,890,6739
29,2011-11-02 02:03:56,1134,2277
29,2014-07-03 15:20:17,1472,6864
29,1993-11-12 04:09:25,1958,8795
29,1992-04-03 08:21:04,2836,2165
29,2020-06-23 20:39:40,5276,4022
30,2012-12-14 01:49:22,4418,78
30,1997-10-05 10:11:11,874,1928
30,2011-12-23 21:11:50,2577,6050
30,2019-08-04 12:33:17,2746,5656
30,2010-12-11 06:22:53,3144,5001
30,1995-06-03 02:17:15,4824,2700
30,2004-08-28 08:28:27,1388,1978
30,1994-06-18 02:09:38,3692,4569
30,2003-12-10 12:15:33,1799,1588
30,2019-09-20 05:30:35,1237,4390
30,2020-06-20 14:23:24,5181,4563
31,1992-08-01 20:04:10,2088,1176
31,2011-12-13 12:22:31,3878,7215
31,1992-01-31 11:03:47,4377,4050
31,1997-12-19 20:43:59,3032,2311
31,1997-08-22 07:45:04,930,9447
31,2015-10-12 23:21:56,4470,9633
31,2020-06-23 15:32:53,500,716
32,2007-08-27 06:43:36,3389,4065
32,2020-07-27 07:28:37,5002,4362
33,2016-02-02 08:12:58,2751,1830
33,2018-08-04 21:41:48,4003,4628
33,1993-06-04 16:59:59,156,7349
33,2014-06-18 04:54:59,414,6707
33,1992-02-14 16:53:22,2929,5237
33,2009-11-12 02:15:25,1690,9151
33,2020-10-18 19:49:00,7150,4001
34,2012-06-18 02:52:28,2486,8513
34,1994-10-19 23:20:29,2155,4303
34,2019-10-15 19:24:00,3147,7566
34,2000-03-10 17:50:54,4991,7378
34,1993-09-23 13:19:04,1682,461
34,1998-11-10 22:37:08,3104,2453
34,1993-10-18 00:06:49,578,3814
34,2021-01-12 18:32:47,979,3728
35,2001-08-04 00:49:25,4704,1874
35,2003-04-07 20:58:04,4531,744
35,2006-03-08 20:15:44,802,7008
35,2020-07-15 13:26:46,170,1698
36,1993-06-04 04:20:21,2883,9123
36,2008-06-25 13:09:37,550,3062
36,2007-03-29 21:02:15,4097,4445
36,1992-09-07 22:52:40,1204,2449
36,2011-08-23 10:16:49,163,7165
36,1994-10-12 18:39:14,759,3392
36,2015-02-21 10:57:58,4714,5100
36,2004-08-29 04:23:36,2886,6886
36,1998-02-17 01:54:09,2907,4604
36,2000-03-13 09:29:11,2370,1562
36,2003-07-19 13:00:21,1423,5140
36,2016-03-28 13:24:56,2910,6809
36,2020-11-05 03:29:38,7377,4345
37,2019-11-14 22:21:26,3840,7766
37,2010-09-25 09:48:33,824,1542
37,1997-02-10 02:34:42,2513,7081
37,2015-02-01 05:58:45,2339,3192
37,2014-03-26 20:35:06,3661,3614
37,1998-04-08 12:30:50,3368,2188
37,2017-06-15 20:16:47,4080,32
37,1993-04-28 00:05:20,1582,3371
37,2018-03-07 13:14:10,211,2218
37,2014-05-10 02:45:34,1174,7942
37,2020-07-06 23:22:22,2144,2719
38,2020-02-11 03:25:46,4080,7353
38,1996-11-09 06:24:20,3447,1265
38,2002-12-29 16:24:50,4600,4221
38,2009-05-12 15:33:36,4601,9948
38,1999-11-17 00:08:01,2944,2136
38,1995-05-03 05:48:51,4257,9720
38,2011-08-27 05:41:11,792,6724
38,2006-05-25 11:01:11,4870,4026
38,2013-12-29 10:23:28,2871,3719
38,1997-04-18 03:39:56,2185,2227
38,2020-05-11 15:49:46,8915,984
39,2020-11-05 16:37:44,9329,4662
40,2014-07-12 05:35:52,1257,5334
40,2005-04-17 16:46:05,2041,7735
40,2010-09-17 06:12:29,4024,2454
40,2008-08-26 05:37:02,2602,1393
40,2021-04-27 20:35:06,8756,462
41,2001-12-11 02:06:30,4922,8122
41,2013-06-05 05:40:22,466,6119
41,2020-09-22 05:39:23,3160,445
42,2004-07-27 10:47:09,547,5868
42,2019-11-06 15:53:52,2935,9621
42,2013-09-21 03:23:37,860,7228
42,1999-11-20 01:18:14,3583,4392
42,1996-07-26 02:51:42,3256,4461
42,2010-06-03 11:14:59,93,435
42,2021-01-29 19:41:47,927,1053
43,1991-10-09 02:59:52,3041,8664
43,2006-12-05 19:53:00,3553,7612
43,2016-07-30 12:53:48,2565,956
43,1994-01-14 06:23:51,3549,5665
43,2020-09-13 23:43:51,3499,4150
44,2021-02-17 12:53:28,1975,3257
45,2020-05-24 06:41:01,1089,2126
46,2009-11-13 03:20:08,2918,6635
46,2000-11-26 06:23:22,4813,679
46,1995-12-08 06:36:15,3120,9729
46,1999-07-08 19:24:14,978,1541
46,2021-02-26 12:40:11,5358,109
47,2007-09-28 12:14:52,3548,8604
47,2003-05-01 21:05:16,545,8080
47,2012-02-09 01:46:10,1628,22
47,2020-08-26 07:58:41,9421,1761
48,2014-04-05 08:07:37,3485,8355
48,2003-07-27 13:39:03,6,5548
48,2020-12-21 18:32:54,5921,2902
49,2012-11-28 12:22:53,3841,5866
49,2012-06-24 01:06:23,565,609
49,1995-11-07 06:56:27,2882,9992
49,2015-09-11 23:30:25,3559,5114
49,2001-11-26 19:34:47,2750,3496
49,2004-07-19 16:22:11,4869,2930
49,2016-10-24 10:19:51,4748,6984
49,2005-06-12 18:42:05,2744,9299
49,2019-07-20 19:36:12,4273,6323
49,2013-06-28 20:11:03,757,6671
49,1994-02-03 18:19:41,851,2954
49,2020-05-07 02:58:06,4119,2824
50,2011-07-30 17:11:52,2275,9784
50,1997-11-21 12:16:35,3037,5773
50,2015-02-12 06:07:29,1005,6310
50,2002-09-22 08:54:43,442,8464
50,1996-10-16 23:22:31,1123,5089
50,1999-06-29 22:18:50,469,6420
50,1998-12-09 03:14:15,3008,4603
50,2013-01-12 21:29:53,2756,8193
50,2020-10-27 13:41:08,5399,4912
51,2004-03-25 05:54:26,3590,4378
51,2015-07-08 11:51:15,128,3907
51,2014-04-09 23:00:06,998,2562
51,2010-09-05 07:28:56,3731,2978
51,2005-06-12 15:14:41,4097,8337
51,1992-06-02 14:31:40,2752,6387
51,2005-01-12 18:32:56,2215,8386
51,2015-03-24 14:33:37,1831,880
51,2020-12-12 21:59:14,133,97
52,2005-07-30 02:39:00,1504,4882
52,2017-08-14 23:04:54,2198,2561
52,2013-11-17 01:20:14,3427,6384
52,2015-06-21 19:00:35,3587,6504
52,1992-12-08 22:18:25,4573,7855
52,1996-12-25 12:12:23,1861,7947
52,2020-10-26 11:44:41,6921,3618
53,1993-07-09 12:33:20,2584,5696
53,2000-03-02 03:09:42,1751,6869
53,2015-03-20 17:04:11,4227,294
53,1996-09-17 05:34:27,783,6418
53,2006-07-14 19:10:59,1137,1029
53,2020-11-27 10:05:58,6587,1316
54,2007-12-05 02:20:47,1360,2203
54,2010-06-13 11:15:44,1687,9717
54,2020-12-27 02:14:20,585,1222
55,2017-01-19 09:49:57,118,5557
55,1991-05-08 10:20:57,1600,4580
55,1992-09-02 03:08:09,4272,1145
55,2008-03-05 00:44:57,2637,6140
55,2002-06-09 06:16:43,3005,2409
55,2001-12-18 16:43:08,4706,6150
55,2021-03-27 21:02:05,550,1291
56,2007-03-26 21:45:19,1167,2474
56,1993-01-16 04:08:57,2923,8688
56,2018-11-16 01:02:50,4554,3094
56,2019-05-04 23:29:49,3293,613
56,2018-12-27 21:54:53,661,5730
56,2005-06-21 17:16:44,4211,8966
56,1997-09-28 23:17:33,4800,6258
56,2010-01-04 20:43:47,4547,6842
56,2012-11-20 07:47:51,842,8949
56,2020-06-07 22:43:51,201,1150
57,2019-11-04 00:26:05,1036,5090
57,2016-01-13 10:44:17,2941,7757
57,1995-10-15 15:20:54,2176,6847
57,1991-11-06 14:54:10,2387,9956
57,2020-10-09 13:57:57,7935,2048
58,2014-06-07 20:42:16,4251,7757
58,2005-07-20 21:29:46,3512,6115
58,2002-02-07 21:13:36,12,1080
58,1991-06-18 17:40:03,2394,1905
58,1998-08-12 03:56:03,1901,3314
58,1991-11-01 04:16:20,2803,3061
58,2015-10-03 03:58:48,3547,2635
58,2017-01-10 07:49:03,2044,6333
58,1991-06-05 20:53:32,3491,6442
58,2019-05-05 02:55:22,4852,1890
58,2014-05-04 15:33:28,4339,6983
58,2009-04-28 15:02:50,2084,2063
58,2020-12-30 05:35:33,9173,786
59,1994-09-03 19:02:19,3696,2809
59,1997-10-29 12:36:32,2679,5679
59,1995-05-24 06:11:22,3085,7435
59,2012-01-18 00:03:05,2569,287
59,2013-06-09 08:40:45,1343,6754
59,1998-02-06 15:32:12,2180,145
59,2001-08-20 20:49:13,2029,9642
59,2000-11-15 01:49:39,862,7814
59,2014-10-10 10:46:32,4224,297
59,2020-07-16 07:11:09,8039,4697
60,1994-10-03 13:46:36,3154,6406
60,2007-07-13 04:34:47,644,8258
60,2004-11-04 12:57:57,2502,4978
60,2012-09-13 14:22:32,4630,3327
60,1994-02-11 11:56:21,4277,5002
60,1992-02-03 01:23:47,1630,7174
60,2000-09-10 14:18:54,2403,4952
60,2006-10-04 23:43:40,1315,6179
60,2018-07-24 10:41:14,172,7721
60,2021-03-10 05:55:12,9059,1215
61,1995-04-15 10:16:14,4494,8533
61,2000-01-28 02:28:42,350,5896
61,1995-11-20 15:57:05,4100,1170
61,2013-08-01 19:40:06,928,2090
61,2009-01-25 15:54:56,434,3194
61,2021-03-19 22:18:00,4708,3174
62,2013-06-28 05:22:54,4618,3342
62,2013-04-16 14:46:10,2503,4434
62,2003-02-26 14:18:59,4372,6148
62,1995-04-07 02:25:10,584,5593
62,1996-08-07 21:17:12,4992,1599
62,2000-10-26 12:41:01,901,5162
62,2020-04-23 09:51:59,4260,2896
62,1991-12-24 09:43:50,4614,2498
62,1992-10-14 05:28:27,2489,8693
62,1992-09-23 22:00:57,2122,8042
62,2020-07-25 10:21:27,5058,1035
63,2014-07-08 16:55:17,2920,8326
63,2000-03-07 15:07:53,2317,2920
63,2010-05-06 13:48:27,3080,1335
63,2002-01-20 16:35:57,1613,7020
63,2003-10-31 04:03:28,2116,9125
63,2010-08-27 19:34:57,3191,2364
63,2020-04-01 00:24:39,4255,1860
63,2020-05-22 20:16:20,3565,4816
64,2020-02-22 18:24:02,2673,1958
64,2016-11-01 11:53:04,3708,8956
64,2015-03-18 07:59:48,3975,1014
64,2020-12-28 11:58:17,7929,2493
65,2013-08-24 03:00:39,3985,3673
65,2020-11-14 13:42:07,2891,94
66,2015-08-02 10:39:59,4366,5063
66,2013-04-06 16:59:20,3672,3674
66,2006-12-14 15:41:47,3186,2656
66,2013-02-15 23:16:20,565,1645
66,2006-03-01 00:56:44,2895,9708
66,2004-01-08 05:02:27,1442,4270
66,2009-08-25 17:13:52,4160,4793
66,1997-05-31 06:17:02,3276,2026
66,1998-06-02 13:38:28,4697,6698
66,2004-02-16 02:29:53,1324,2515
66,2020-12-20 13:10:04,3304,4016
67,2001-04-01 10:26:18,3824,6587
67,1991-08-26 03:22:53,437,8970
67,1996-01-22 06:06:57,4243,9931
67,2020-07-04 04:23:58,2893,4581
68,2000-07-31 02:00:02,186,2638
68,2002-09-10 00:38:47,321,6902
68,2002-10-31 00:19:07,3001,9598
68,2018-03-19 16:00:09,2007,4345
68,2003-11-03 23:49:37,3706,4766
68,2015-10-17 18:31:25,4885,6544
68,1994-07-15 03:04:35,3424,6583
68,2002-11-09 06:29:41,3086,6189
68,2017-11-12 19:52:20,1360,7485
68,2012-06-17 08:25:22,1992,8207
68,1992-07-23 19:21:45,3730,7664
68,2020-05-22 12:48:03,2823,3467
69,2000-07-09 07:39:31,4821,6998
69,2020-07-09 04:03:09,2171,3742
70,1996-06-06 10:47:25,3153,1850
70,2020-12-19 02:55:14,6742,1823
71,2001-03-13 17:39:47,4150,3233
71,2003-08-17 18:18:43,2885,9535
71,2020-10-06 20:29:22,928,3150
72,2010-01-03 21:32:09,1314,689
72,1995-10-04 16:38:17,3860,907
72,2001-04-30 21:46:13,3366,3327
72,1995-04-04 10:54:45,2078,2831
72,2007-08-12 18:03:45,1016,3709
72,2016-03-15 04:18:56,1928,3723
72,1999-07-03 12:50:45,2564,2696
72,1992-12-27 06:44:33,2227,2570
72,2001-10-27 18:26:18,2270,4125
72,1997-06-16 09:35:03,4946,2666
72,2021-04-04 08:55:17,5703,208
73,2009-02-21 19:31:44,1165,2663
73,2016-02-21 01:15:25,1572,7527
73,2020-06-03 01:15:05,5997,2777
74,2001-08-24 00:45:43,1247,5273
74,2005-01-23 23:36:12,3274,2680
74,2019-10-11 13:07:17,3163,6753
74,2002-07-11 06:50:29,1659,91
74,2001-07-12 05:12:14,1283,5022
74,2005-06-16 13:15:34,2574,7497
74,1995-01-16 20:16:08,4057,9764
74,1994-09-23 21:01:34,3093,2933
74,2010-06-06 07:46:47,2445,9198
74,2007-09-20 08:56:54,1382,7556
74,2007-06-23 07:06:56,4539,5111
74,2002-10-25 15:54:32,3675,3087
74,2021-03-29 02:02:10,6908,4338
75,2018-06-30 05:01:09,146,7786
75,2021-03-18 00:12:48,3311,3107
76,2003-01-15 07:48:13,2263,2517
76,1995-07-30 15:02:19,222,6170
76,2007-08-25 10:50:36,794,1966
76,2020-06-20 14:02:06,1175,3064
77,2021-02-02 05:27:44,5743,2660
78,2008-04-13 04:49:30,1525,8208
78,2005-11-10 08:50:16,88,2093
78,1992-08-19 15:16:58,4805,5668
78,2001-08-14 11:50:05,2175,6773
78,2002-09-30 19:47:41,1349,1028
78,2016-05-06 17:44:24,4708,7728
78,2014-09-22 16:24:24,752,373
78,2021-04-18 21:10:18,9904,3979
79,1996-08-23 02:20:46,2078,2468
79,1997-01-05 11:02:11,4719,5801
79,2012-09-02 10:49:02,2979,991
79,2010-07-21 18:38:36,2008,6205
79,2004-02-16 00:14:20,2696,5546
79,2021-03-15 14:19:50,1141,1127
80,2013-01-31 06:39:49,2195,6825
80,1994-04-21 19:09:04,1107,644
80,1993-08-02 17:40:43,398,6746
80,2018-10-31 05:16:30,999,4269
80,1994-03-24 19:24:14,4948,5954
80,1998-01-31 17:32:10,369,3433
80,2016-11-10 15:02:01,2225,2658
80,1998-11-13 19:03:15,2522,5518
80,1993-06-05 14:15:19,2484,1306
80,2020-10-02 23:28:06,2393,418
81,1991-08-13 03:22:37,4828,5479
81,1994-09-07 10:10:53,917,7283
81,2004-09-29 15:31:06,4233,901
81,2010-04-13 04:44:19,2343,6454
81,2009-01-02 12:36:47,1339,1386
81,2020-08-27 02:05:14,6356,3148
82,2006-08-10 21:15:57,3632,5115
82,2007-12-21 21:57:20,2816,9476
82,2018-03-03 02:00:20,2064,9019
82,2011-04-01 07:34:17,4065,1249
82,2015-08-27 21:43:15,3997,6558
82,2014-06-17 15:36:16,2446,8202
82,2020-07-29 21:42:41,8416,4945
83,2005-09-27 21:44:35,2681,6403
83,2020-06-08 00:33:34,3943,1725
84,2003-11-18 00:51:26,4681,9019
84,1998-11-02 08:23:42,3618,4155
84,2000-03-23 03:06:37,4840,8414
84,2011-04-05 12:46:02,2361,5128
84,2017-10-15 00:52:18,518,9506
84,1997-01-05 18:28:25,4992,3685
84,2006-01-07 14:24:06,3183,2598
84,1997-11-16 23:33:09,1196,7489
84,2003-07-19 02:35:28,1800,7728
84,1995-04-05 21:30:23,2491,2478
84,2020-05-31 07:57:39,7162,2769
85,2019-04-25 19:00:43,2867,3154
85,2015-03-26 18:36:59,755,3456
85,1992-04-14 19:23:38,2045,2789
85,2009-03-28 04:22:02,1634,2483
85,2006-09-18 00:11:04,3482,5672
85,2016-12-12 13:12:57,3929,5693
85,2021-01-24 10:07:20,5976,2142
86,1998-03-18 01:29:10,876,7843
86,1995-05-24 08:05:48,208,5376
86,2008-04-05 03:50:09,1415,7995
86,2004-11-20 04:00:26,4570,8674
86,2000-01-27 23:45:50,407,7158
86,1998-05-25 23:03:53,2040,1
86,2021-01-10 11:17:21,7547,1604
87,1992-10-11 18:57:39,3149,2375
87,2018-06-24 17:26:36,4225,8699
87,1998-09-10 14:43:27,355,7746
87,2012-07-23 02:30:48,3664,4178
87,1996-04-29 09:38:58,2,3883
87,1994-11-27 20:44:33,1697,2950
87,2020-07-22 09:58:34,9372,4987
88,2006-12-11 11:14:46,4171,2112
88,2004-03-17 14:08:49,2716,401
88,2020-09-23 23:30:37,1939,2677
89,2020-12-04 17:29:50,2813,1298
90,2021-03-23 16:50:07,9963,1355
91,1996-06-30 06:57:23,4338,3452
91,1994-11-29 07:30:58,1793,3261
91,2011-08-20 09:22:11,3720,2868
91,2007-12-12 23:59:04,1903,7499
91,1996-05-24 20:20:53,2682,2294
91,2010-07-14 12:40:36,4734,2446
91,2005-02-27 00:09:50,4805,6699
91,2013-01-24 21:03:50,4646,9681
91,2021-01-25 14:09:49,5182,4969
92,2005-09-30 09:38:03,2367,3445
92,2009-01-30 04:13:15,280,1254
92,2008-03-15 06:17:37,3415,7760
92,2014-06-17 20:18:58,4812,120
92,2021-04-27 16:15:22,617,1601
93,2002-04-26 23:15:18,2373,3904
93,2019-09-16 08:46:15,753,8022
93,2008-04-21 23:30:26,2405,8761
93,2008-04-24 12:51:36,479,1155
93,2012-12-14 21:10:28,777,3524
93,2014-02-22 21:19:51,3625,5124
93,2021-04-11 05:32:50,2181,442
94,1998-03-21 19:58:33,1168,5846
94,2020-12-03 08:06:32,3731,1610
95,2020-12-29 08:14:08,8590,450
96,1998-10-16 09:20:28,3144,7814
96,1991-09-05 04:15:01,392,7567
96,2002-12-03 16:22:54,276,8228
96,2015-05-10 09:15:00,2466,8564
96,2016-10-06 10:44:52,98,534
96,2002-03-05 18:17:46,3922,2550
96,2021-03-20 06:10:39,3849,3096
97,2020-09-08 12:23:13,9476,1805
98,1992-07-21 08:32:33,890,8106
98,2009-03-19 09:05:58,4749,8475
98,1996-05-24 09:52:05,2266,9239
98,2000-02-01 23:44:12,1910,6254
98,2011-11-07 06:12:36,23,2010
98,2018-01-10 20:30:44,3823,8106
98,1996-08-26 02:18:22,4727,5286
98,2020-01-03 17:25:25,2038,2301
98,2004-03-29 16:23:53,4234,3938
98,2020-12-18 22:13:57,5114,1583
99,2001-05-13 00:40:35,4823,884
99,2015-10-13 04:49:45,1582,5327
99,2015-05-20 01:44:09,3200,6484
99,2018-10-22 07:21:54,45,4293
99,2007-05-09 21:20:49,2572,3131
99,1993-08-09 06:06:13,2646,4393
99,2018-07-25 22:51:31,728,9533
99,1994-03-24 11:31:10,3201,1270
99,2008-12-02 18:08:21,2917,7407
99,2021-04-08 23:27:10,1337,1537
100,1992-09-08 09:57:07,810,5689
100,1993-08-09 04:46:41,2069,3376
100,1999-01-02 21:37:29,1842,1649
100,1995-10-15 07:07:02,1504,1275
100,1992-09-23 12:41:45,4116,6612
100,2001-07-27 09:54:58,3428,2292
100,2020-05-12 11:13:46,7221,484
101,2017-03-02 20:04:59,2303,1840
101,2020-01-23 21:00:45,3384,5996
101,2006-08-11 10:37:50,3671,9019
101,2002-08-06 01:19:51,17,3953
101,2021-04-06 06:17:00,4953,4616
102,1996-10-24 13:23:56,3331,2884
102,2018-08-03 15:31:44,4266,8153
102,1996-05-30 00:51:48,3108,438
102,2013-09-02 02:17:49,889,372
102,2007-01-09 09:18:54,4287,5143
102,2003-12-25 04:46:54,3365,8274
102,2008-07-12 11:44:51,1340,3982
102,2020-10-01 23:25:38,4998,730
103,2009-05-16 19:00:41,380,9742
103,2008-06-10 12:53:18,3769,6142
103,1992-06-28 08:41:02,4201,266
103,2010-11-15 09:51:20,2123,3233
103,1994-06-07 02:12:33,3641,4286
103,2014-06-08 13:30:43,2364,508
103,2018-05-14 20:44:27,2302,361
103,2018-09-28 03:07:44,4947,9101
103,2008-12-21 00:44:55,3621,1868
103,2017-02-17 18:12:36,2336,3797
103,2011-10-07 21:07:46,1578,2823
103,1993-12-11 12:24:46,2217,1183
103,2021-02-20 14:59:01,1720,1453
104,2005-11-08 06:32:12,29,6167
104,2017-01-08 15:23:16,4152,3281
104,1998-05-11 22:52:56,3940,7950
104,2001-03-15 09:25:00,282,1045
104,2009-07-25 11:51:14,3044,1070
104,2011-09-18 21:22:47,4381,5074
